sample_index,absolute_token_position,template_id,template_metadata.prompt_framing,template_metadata.output_format,task,task_metadata.task_family,task_metadata.difficulty,task_metadata.domain,task_metadata.complexity,task_metadata.planning_type,task_metadata.stakes,task_metadata.agency,quantity,quantity_text,base_value,base_unit,unit_variant,number_format,value,value_text,unit,source_folder,time_horizon_months,source_sample_count,PLS1,PLS2,PLS3,reconstruction_residual_rms
2206,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,21.766482471912653,-30.814859476388367,-5.5751965745286105,0.15008369573197514
2338,-1,direct_help,N/A,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,10.568957170547272,-29.60857050178311,-25.977227966593997,0.15961518659400417
2602,-1,direct_help,N/A,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,5.410661982184961,-16.683500963521446,-32.25487193338446,0.19188427812464484
2778,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,15.9928407216534,-26.218300094947615,-13.479527781006569,0.19045164503312326
2910,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,14.649286467441547,-19.64801022339477,-28.583448976247467,0.1896403756819745
3086,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,2.8679412059836538,-13.768673453234316,-40.9607994642349,0.21094570766961027
3240,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,17.880059707579903,-33.33771390755361,-13.480729452886543,0.19728937606665148
3548,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,25.560971355736363,-23.037838080083763,-21.28356736229724,0.22061634315620443
3812,-1,direct_help,N/A,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,-61.2608549553237,30.002785824105704,-31.51574715090148,0.32340481579064506
3944,-1,direct_help,N/A,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,3.7386127468641863,-6.9467331769867835,-26.753106285345254,0.2039674268042094
4076,-1,direct_help,N/A,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain,0.985626283368,48,2.4128519093628853,-14.720803196556465,-15.514136716631954,0.2340069727076786
248,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,24.122806126471,-12.066869336248097,2.1757606209856406,0.1412340767166779
446,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,24.1895033828737,-17.09959162647134,9.232918853602547,0.1724026225560985
578,-1,direct_help,N/A,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,15.775254763669707,-25.011324250988878,5.456751718730427,0.1611595419185161
710,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,22.87681864541408,-24.819586934633893,5.580469197138913,0.15257875413400396
842,-1,direct_help,N/A,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,17.91964598305849,-19.57541893752413,5.795745604190638,0.14980756025229483
2206,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,20.58406376980908,-21.338784185176745,5.994308086235388,0.14755496929360937
2338,-1,direct_help,N/A,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,13.340208889569446,-21.59617587495594,-4.545057626268197,0.13904361604159113
2602,-1,direct_help,N/A,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,12.809308504614476,-12.81112543608574,-9.485367095687222,0.14684171271163396
2778,-1,direct_help,N/A,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,19.12999397394635,-18.66143537624226,2.4267403876020213,0.1452201008248728
2910,-1,direct_help,N/A,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,17.686708207892295,-14.372185040725828,-5.942489869162249,0.1325428024034051
3086,-1,direct_help,N/A,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,9.564902719328547,-12.608271020782201,-11.091180574983637,0.14952426063209404
3240,-1,direct_help,N/A,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,20.15171016798772,-23.028452903284162,2.0321944792264,0.14637939318981785
3548,-1,direct_help,N/A,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,25.538789114241485,-12.846601669330553,-2.941696826580562,0.15955583857666908
3812,-1,direct_help,N/A,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,-40.33184179001834,17.652562301181817,-7.9821427122932125,0.23011500540585708
3944,-1,direct_help,N/A,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,6.777728405141166,-11.271408756679037,-5.034622299349165,0.1793293674386891
4076,-1,direct_help,N/A,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,30,days,original,numeric,30,30,days,plain_long,0.985626283368,48,8.499371474293165,-13.354873274943122,-0.4656992483161071,0.1821062865003567
252,-1,task_available_time,<averaged>,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,11.693883314363534,-3.5906533849483004,16.438089871409396,0.3307824596812901
450,-1,task_available_time,<averaged>,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,25.59825253983765,-19.25882884173227,20.275055946153103,0.3191721838169823
582,-1,task_available_time,<averaged>,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,5.869013149260436,-23.474708705067368,8.159588826006654,0.3102097061347794
714,-1,task_available_time,<averaged>,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,19.308322275515042,-26.679316812663988,10.08721624831552,0.2984296539774392
846,-1,task_available_time,<averaged>,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,8.565267896605668,-16.393100491609793,22.25103705380804,0.3743585060293039
2210,-1,task_available_time,<averaged>,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,14.11470608112901,-26.24466954207769,19.066580075360868,0.3181157572943966
2342,-1,task_available_time,<averaged>,N/A,organize a shared drive for a small team,organization_project,medium,administrative,medium,logistical,medium,multi_agent,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,3.5230675108640725,-25.906586119300083,3.01165934570235,0.2867598726290631
2606,-1,task_available_time,<averaged>,N/A,organize files on a desk,organization_project,low,administrative,low,procedural,low,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,-8.483818306075753,-2.185491057516181,-17.174497510440865,0.2786821877541821
2782,-1,task_available_time,<averaged>,N/A,plan a move to a new city,relocation,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,7.362094981948963,-20.183726289670496,17.54615606585123,0.2921356880778646
2914,-1,task_available_time,<averaged>,N/A,plan an international trip,travel_planning,medium,personal_lifestyle,medium,logistical,medium,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,6.4870197663426685,-3.625250398249629,-14.151968799584568,0.2859895273093491
3090,-1,task_available_time,<averaged>,N/A,preserve a small folder of important documents,knowledge_archive,low,knowledge_preservation,low,procedural,medium,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,-5.21625855992038,-10.682779197533852,-8.336340297132956,0.2894547004541383
3244,-1,task_available_time,<averaged>,N/A,renovate an apartment,home_renovation,medium,personal_lifestyle,medium,logistical,medium,multi_agent,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,9.043423658061563,-20.690003134489867,13.93086596063008,0.28819031171009524
3552,-1,task_available_time,<averaged>,N/A,train for a marathon,physical_training,medium,personal_lifestyle,medium,training,medium,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,22.770910520453977,-19.407954962245704,-4.338256040500583,0.28153396400162223
3816,-1,task_available_time,<averaged>,N/A,write a one-sentence email reply,communication_plan,low,communication,low,procedural,low,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,-84.94759190568264,34.39244447134811,-26.78801638861409,0.7037249962016487
3948,-1,task_available_time,<averaged>,N/A,write a sensitive email addressing a team conflict,communication_plan,medium,communication,medium,coordination,medium,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,-12.517015769607607,-1.4241256819224832,-11.175251866822519,0.35849698175305633
4080,-1,task_available_time,<averaged>,N/A,write a short story,creative_writing,medium,creative,medium,creative,low,individual,N/A,N/A,50,days,original,numeric,50,50,days,nof_conv,1.642710472279,36,-33.733098523780555,11.47736625020253,-1.936222359994374,0.38764591009985544
252,-1,direct_help,N/A,N/A,coordinate a disaster relief effort,emergency_response,high,safety,high,coordination,high,multi_agent,N/A,N/A,50,days,original,numeric,50,50,days,plain,1.642710472279,48,25.628555548296397,-15.34946172062887,-16.03895771405357,0.20021251082547928
450,-1,direct_help,N/A,N/A,create a scalable marketplace platform,software_project,high,software,high,project,high,organization,N/A,N/A,50,days,original,numeric,50,50,days,plain,1.642710472279,48,29.0642627832503,-23.672223526169553,-2.6804450240073634,0.16931303995107747
582,-1,direct_help,N/A,N/A,create a single-page personal website,software_project,low,software,low,project,low,individual,N/A,N/A,50,days,original,numeric,50,50,days,plain,1.642710472279,48,17.349671128865367,-30.988956299075966,-12.698901914525148,0.16703083114551998
714,-1,direct_help,N/A,N/A,create an e-commerce website,software_project,medium,software,medium,project,medium,individual,N/A,N/A,50,days,original,numeric,50,50,days,plain,1.642710472279,48,25.256175646443708,-35.771484764382464,-10.546177744575518,0.1648130718445635
846,-1,direct_help,N/A,N/A,design a communication plan for a company restructuring,communication_plan,high,communication,high,strategic,high,organization,N/A,N/A,50,days,original,numeric,50,50,days,plain,1.642710472279,48,21.944936463004854,-26.844996439265124,-9.254005159680807,0.1522347247331647
2210,-1,direct_help,N/A,N/A,organize a company-wide knowledge management system,organization_project,high,knowledge_preservation,high,systems,high,organization,N/A,N/A,50,days,original,numeric,50,50,days,plain,1.642710472279,48,25.15434176643794,-31.225297178688756,-8.03084149298286,0.1488634246670112
